sku,description,brand,upc,unit_weight,price,classification,notes,
CARRERA JEANS-932024,CARRERA JEANS-770 ORIGINAL DONNA EDP SPRAY FOR WOMEN 30 ML/1 OZ,CARRERA JEANS,8050612932024,0.06,,PERFUMES,,
CARRERA JEANS-932031,CARRERA JEANS-707 ORIGINAL EDP NATURAL SPRAY FOR MEN  30 ML/1 OZ,CARRERA JEANS,8050612932031,0.06,,PERFUMES,,
CARRERA JEANS-932048,CARRERA JEANS-767 ORIGINAL EDP NATURAL SPRAY FOR WOMEN 30 ML/1 OZ,CARRERA JEANS,8050612932048,0.06,,PERFUMES,,
CARRERA JEANS-932055,CARRERA JEANS- ORIGINAL BLACK EDP NATURAL SPRAY FOR MEN  30 ML/1 OZ,CARRERA JEANS,8050612932055,0.06,,PERFUMES,,
CARRERA JEANS-932062,CARRERA JEANS-ORIGINAL WHITE EDP NATURAL SPRAY FOR WOMEN 30 ML/1 OZ,CARRERA JEANS,8050612932062,0.15,,PERFUMES,,
CARTIER-504692,CARTIER-ALLEGRESSE EDT SPRAY FOR WOMEN 97 ML/3.3 OZ (CO:-MADE IN FRANCE),,3432240504692,0.2,116,PERFUMES,,
CARTIER-504692-D,CARTIER-ALLEGRESSE EDT SPRAY FOR WOMEN 97 ML/3.3 OZ (CO:-MADE IN FRANCE),CARTIER,3432240504692,0.2,116,PERFUMES,,
CARTIER-504807,CARTIER-INSOUCIANCE EDT SPRAY FOR UNISEX 97.5 ML/3.3 OZ (CO:-MADE IN FRANCE),CARTIER,3432240504807,0.2,116,PERFUMES,,
CARTIER-504814,CARTIER-LUXURIANCE EDT SPRAY FOR 97.5 ML/3.3 OZ (CO:-MADE IN FRANCE),CARTIER,3432240504814,0.2,116,PERFUMES,,
CASIO-115108,CASIO-GA-400GB-1ACR,CASIO,889232115108,9.9999,150,WATCH,,
CASIO-125220,CASIO-GA-100L-1ACR,CASIO,889232125220,9.9999,99,WATCH,,
CASIO-125275,CASIO-GA-100L-2ACR,CASIO,889232125275,9.9999,99,WATCH,,
CASIO-125329,CASIO-GA-100L-4ACR,CASIO,889232125329,9.9999,,WATCH,,
CASIO-160115,CASIO-EQB-501D-1ACF,CASIO,889232160115,9.9999,,WATCH,,
CASIO-421298,CASIO-DW-6900MS-1CU,CASIO,79767421298,9.9999,99,WATCH,,
CASIO-430887,CASIO-GW-6900-1CF,CASIO,79767430887,9.9999,130,WATCH,,
CASIO-432256,CASIO-G-7900-1CU,CASIO,79767432256,9.9999,99,WATCH,,
CASIO-434205,CASIO-G-7900A-4CR,CASIO,79767434205,9.9999,99,WATCH,,
CASIO-435196,CASIO-GW-7900B-1CU,CASIO,79767435196,9.9999,150,WATCH,,
CASIO-443764,CASIO-GA-100A-7ACU,CASIO,79767443764,0.456,,WATCH,,
CASIO-443849,CASIO-GA-100-1A1CU,CASIO,79767443849,0.45,99,WATCH,,
CASIO-443924,CASIO-GA-100-1A4CU,CASIO,79767443924,9.9999,99,WATCH,,
CASIO-913458,CASIO-PRW-3000-IACR,CASIO,79767913458,9.9999,300,WATCH,,
CASIO-921019,CASIO-BA-110-1ACR,CASIO,79767921019,0.382,120,WATCH,,
CASIO-921057,CASIO-BA-110-7AICR,CASIO,79767921057,9.9999,120,WATCH,,
CASIO-925109,CASIO-GD-100-1BCU,CASIO,79767925109,9.9999,89,WATCH,,
CASIO-935566,CASIO-GA-110-1BCR,CASIO,79767935566,0.452,120,WATCH,,
CASIO-941895,CASIO-G-9300-1CR,CASIO,79767941895,0.548,220,WATCH,,
CASIO-943219,CASIO-GA-110GB-1ACR,CASIO,79767943219,0.462,150,WATCH,,
CASIO-951658,CASIO-GA-201-IACR,CASIO,79767951658,9.9999,150,WATCH,,
CASIO-954352,CASIO-AWG-M100B-IACR,CASIO,79767954352,9.9999,150,WATCH,,
CASIO-958466,CASIO-GW-2310FB-ICR,CASIO,79767958466,9.9999,150,WATCH,,
CASIO-966409,CASIO- BG-169G-4CR,CASIO,79767966409,9.9999,89,WATCH,,
CASIO-969653,CASIO-GA-110RG-1ACR,CASIO,79767969653,0.454,130,WATCH,,
CASIO-980627,CASIO-GW-9400-1CR,CASIO,79767980627,9.9999,330,WATCH,,
CASIO-989330,CASIO-BA-111-1ACR,CASIO,79767989330,0.384,120,WATCH,,
CASIO-994983,CASIO-GA-100CF-1A9CR,CASIO,79767994983,0.502,120,WATCH,,
CAUDALIE-000631,CAUDALIE-GRAPE WATER-SENSATIVE SKIN 200ML/6.7OZ (ENGLISH),CAUDALIE,3522930000631,0.554,18,SKINCARE,,
CAUDALIE-000631-D,CAUDALIE-GRAPE WATER-SENSATIVE SKIN 200ML/6.7OZ (ENGLISH),CAUDALIE,3522930000631,0.554,18,SKINCARE,,
CAUDALIE-000792,CAUDALIE-HAND AND NAIL CREM (NOURISHES REPAIRS 75 ML/2.5 OZ,CAUDALIE,3522930000792,9.9999,15,SKINCARE,,
CAUDALIE-001096,CAUDALIE-MOISTURIZING SORBET 40 ML/1.3 OZ,CAUDALIE,3522930001096,9.9999,35,SKINCARE,,
CAUDALIE-001447,CAUDALIE-LAIT DEMAQUILLANT DOUCEUR  200ML/6.7OZ( FRANCE),CAUDALIE,3522930001447/3522931002283,0.514,28,SKINCARE,,
CAUDALIE-001454,CAUDALIE-LOTION TONIQUE HYDRANTE 200ML/6.7OZ(ENGLISH),CAUDALIE,3522930001454/3522930002307,0.526,28,SKINCARE,,
CAUDALIE-001805,CAUDALIE-INSTANT DETOX MASK (CLEANSES IMPURITIES TIGHTENS PORES) 75 ML/2.5 OZ,CAUDALIE,3522930001805,9.9999,39,SKINCARE,,
CAUDALIE-002016,CAUDALIE-JASON WU EAU DE BEAUTE/BEAUTY ELIXIR 100ML/3.4OZ( ENGLISH),CAUDALIE,3522931002016,0.524,49,SKINCARE,,
CAUDALIE-002269,CAUDALIE-EAU MICELLAIRE DEMAQUILLANTE (MICELLAR CLEANSING WATER ) 200 ML/6.7 OZ,CAUDALIE,3522931002269,9.9999,28,SKINCARE,,
CAUDALIE-002283,CAUDALIE-LAIT DEMAQUILLANT  DOUCEUR 200 ML / 6.7 OZ,CAUDALIE,3522931002283,,28,SKINCARE,,
CAUDALIE-002307,CAUDALIE-LOTION TONIQUE HYDRANTE FEUCHTIGKEIT GESICHTSTONIC 200ML/6.7OZ,CAUDALIE,3522930002307,,28,SKINCARE,,
CAUDALIE-002321,CAUDALIE-INSTANT FOAMING CLEANSER  MOISTURUZINF GRAPE & PURIFYING SAGE 150 ML/5 OZ,CAUDALIE,3522930002321,9.9999,28,SKINCARE,,
CAUDALIE-002351,CAUDALIE-HUILE DE SOIN DEMAQUILLANTE (MAKE-UP REMOVING CLEANING OIL) 150 ML/5 OZ,CAUDALIE,3522931002351,9.9999,28,SKINCARE,,
CAUDALIE-002970,CAUDALIE-RESVERATROL-LIFT INSTANT FIRMING SERUM 30 ML/1 OZ  (CO-MADE IN FRANCE),CAUDALIE,3522930002970,0.06,79,SKINCARE,,
CAUDALIE-003243,CAUDALIE-VINOPERFECT DARK SPOT SERUM 30 ML/1 OZ  (CO-MADE IN FRANCE),CAUDALIE,3522930003243,0.06,79,SKINCARE,,
CAUDALIE-003243-D,CAUDALIE-VINOPERFECT DARK SPOT SERUM 30 ML/1 OZ  (CO-MADE IN FRANCE),CAUDALIE,3522930003243,0.1,79,SKINCARE,,
CAUDALIE-010180,CAUDALIE-BEAUTY ELIXIR SMOOTHING GLOWING COMPLEXION 100 ML/3.4 OZ (CO-MADE IN FRANCE),CAUDALIE,3522930010180,9.9999,49,SKINCARE,,
CD-00056,CHRISTIAN DIOR-MISS DIOR ABSOLUTELY BLOOMING EDP 50ML/1.7 OZ,DIOR,3348901300056,0.1,130,PERFUMES,,
CD-001113,DIOR HOMME EDT 150 ML,DIOR,3348901001113,9.9999,155,PERFUMES,,
CD-001120,DIOR HOMME INTENSE EDP 150 ML,DIOR,3348901001120,9.9999,95,PERFUMES,,
CD-011632,CHRISTIAN DIOR-POISON EDT  WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900011632,9.9999,100,PERFUMES,,
CD-011632-D,CHRISTIAN DIOR-POISON EDT VAPO WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900011632,,100,PERFUMES,,
CD-011632-NC,CHRISTIAN DIOR-POISON EDT  WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900011632,0.1,100,PERFUMES,,
CD-011687,CHRISTIAN DIOR-POISON EDT SPRAY 100 ML (CO:- MADE IN FRANCE),DIOR,3348900011687,9.9999,130,PERFUMES,,
CD-011687-D,"CHRISTIAN DIOR-POISON EAU DE TOILETTE, PERFUME FOR WOMEN 3.4 OZ  (CO:- MADE IN FRANCE)",DIOR,3348900011687,0.22,130,PERFUMES,PERFUMES,PERFUMES
CD-012219,CHRISTIAN DIOR-FAHRENHEIT EDT VAPO MEN 100 ML/3.4 OZ(CO:-MADE IN FRANCE),DIOR,3348900012219,9.9999,120,PERFUMES,,
CD-012219-D,CHRISTIAN DIOR-FAHRENHEIT EDT VAPO MEN 100 ML/3.4 OZ(CO:-MADE IN FRANCE),DIOR,3348900012219,,120,PERFUMES,,
CD-103870,DIOR DUNE WOMENS EDT 100 ML/3.4 OZ,DIOR,3348900103870,9.9999,130,PERFUMES,,
CD-103870-D,DIOR DUNE WOMENS EDT 100 ML/3.4 OZ,DIOR,3348900103870,9.9999,130,PERFUMES,,
CD-126359,CHRISTIAN DIOR-MEN'S HOMME COLOGNE EDT SPRAY 125 ML/4.2 OZ (CO:-MADE IN FRANCE),DIOR,3348901126359,0.2,130,PERFUMES,,
CD-126359-D,CHRISTIAN DIOR-MEN'S HOMME COLOGNE EDT SPRAY 125 ML/4.2 OZ (CO:-MADE IN FRANCE),DIOR,3348901126359,,119,PERFUMES,,
CD-142312,CHRISTIAN DIOR-MISS DIOR EDT ORIGINALE 100ML/3.4 OZ,DIOR,3348900142312,9.9999,135,PERFUMES,,
CD-142312-D,CHRISTIAN DIOR-MISS DIOR EDT ORIGINALE 100ML/3.4 OZ,DIOR,3348900142312,9.9999,135,PERFUMES,,
CD-147324,CHRISTIAN DIOR-FAHRENHEIT EDT MEN 200 ML/6.8 OZ,DIOR,3348900147324,9.9999,175,PERFUMES,,
CD-181839,CHRISTIAN DIOR-ADDICT  EDP 100 ML/3.4 OZ,DIOR,3348901181839,9.9999,160,PERFUMES,,
CD-181839-D,CHRISTIAN DIOR-ADDICT  EDP 100 ML/3.4 OZ,DIOR,3348901181839,9.9999,160,PERFUMES,,
CD-181839-NC,CHRISTIAN DIOR-ADDICT  EDP 100 ML/3.4 OZ,DIOR,3348901181839,9.9999,160,PERFUMES,,
CD-181853,CHRISTIAN DIOR-ADDICT EAU FRAICHE EDT SPRAYR FOR WOMEN - 1.7 OZ  (CO:- MADE IN FRANCE),DIOR,3348901181853,0.1,,PERFUMES,,
CD-182362,CHRISTIAN DIOR-ADDICT EAU FRAICHE EDT SPRAY FOR WOMEN - 3.4 OZ  (CO:- MADE IN FRANCE),DIOR,3348901182362,0.22,,PERFUMES,,
CD-182362-D,CHRISTIAN DIOR-ADDICT EAU FRAICHE EDT SPRAY FOR WOMEN - 3.4 OZ  (CO:- MADE IN FRANCE),DIOR,3348901182362,,,PERFUMES,,
CD-192231,CHRISTIAN DIOR-HYPNOTIC POISON EDP 100 ML/3.4 OZ,DIOR,3348901192231,9.9999,85,PERFUMES,,
CD-192231-NC,CHRISTIAN DIOR-HYPNOTIC POISON EDP 100 ML/3.4 OZ,DIOR,3348901192231,9.9999,107,PERFUMES,,
CD-206174,CHRISTIAN DIOR-ADDICT EDT MEN 100ML,DIOR,3348901206174,9.9999,135,PERFUMES,,
CD-236738,CHRISTIAN DIOR-DOLCE VITA EDT SPRAY FOR WOMEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348900236738,0.2,125,PERFUMES,,
CD-250146,CHRISTIAN DIOR-SAUVAGE EDT SPRAY FOR MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901250146,9.9999,120,PERFUMES,,
CD-250146-D,CHRISTIAN DIOR-SAUVAGE EDT SPRAY FOR MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901250146,9.9999,120,PERFUMES,,
CD-250146-NC,CHRISTIAN DIOR-SAUVAGE EDT SPRAY FOR MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901250146,0.2,120,PERFUMES,PERFUMES,PERFUMES
CD-250146-NC-D,CHRISTIAN DIOR-SAUVAGE EDT SPRAY FOR MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901250146,0.2,120,PERFUMES,,
CD-250153,CHRISTIAN DIOR- SAUVAGE EDT MEN 60 ML/2 OZ (CO:-MADE IN FRANCE),DIOR,3348901250153,9.9999,100,PERFUMES,,
CD-250153-D,CHRISTIAN DIOR- SAUVAGE EDT MEN 60 ML/2 OZ (CO:-MADE IN FRANCE),DIOR,3348901250153,9.9999,100,PERFUMES,,
CD-250269,CHRISTIAN DIOR-SAUVAGE AFTER SHAVE LOTION 100 ML/3.4 OZ(CO:-MADE IN FRANCE),DIOR,3348901250269,9.9999,70,SKINCARE,,
CD-283984-D,CHRISTIAN DIOR-MISS DIOR BLOOMING BOUQUET EDT VAPO SPRAY 150ML/5 OZ,DIOR,3348901283984,9.9999,165,PERFUMES,,
CD-283984-NC,CHRISTIAN DIOR-MISS DIOR BLOOMING BOUQUET EDT VAPO SPRAY 150ML/5 OZ,DIOR,3348901283984,9.9999,165,PERFUMES,,
CD-293839,CHRISTIAN DIOR-POISON GIRL EDP 50 ML/ 1.7 OZ,DIOR,3348901293839,9.9999,85,PERFUMES,,
CD-293839-D,CHRISTIAN DIOR-POISON GIRL EDP 50 ML/ 1.7 OZ,DIOR,3348901293839,9.9999,85,PERFUMES,,
CD-293846,CHRISTIAN DIOR-POISON GIRL EDP 100 ML/3.4 OZ,DIOR,3348901293846,9.9999,160,PERFUMES,,
CD-293846-D,CHRISTIAN DIOR-POISON GIRL EDP 100 ML/3.4 OZ,DIOR,3348901293846,9.9999,160,PERFUMES,,
CD-293846-NC,CHRISTIAN DIOR-POISON GIRL EDP 100 ML/3.4 OZ,DIOR,3348901293846,9.9999,160,PERFUMES,,
CD-296625,CHRISTIAN DIOR-JADORE EDT 50ML/1.7 OZ (CO:- MADE IN FRANCE),DIOR,3348901296625,9.9999,130,PERFUMES,,
CD-296632,CHRISTIAN DIOR-J'ADORE EAU DE TOILETTE PERFUME FOR WOMEN 100 ML / 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901296632,,160,PERFUMES,,
CD-296632-D,CHRISTIAN DIOR-J'ADORE EAU DE TOILETTE PERFUME FOR WOMEN 100 ML / 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901296632,,,PERFUMES,,
CD-300049,CHRISTIAN DIOR-ABSOLUTELY BLOOMING EDP VAPO SPRAY 100ML/3.4OZ (CO:- MADE IN FRANCE),DIOR,3348901300049,9.9999,160,PERFUMES,,
CD-300056,CHRISTIAN DIOR-MISS DIOR ABSOLUTELY BLOOMING EDP VAPO SPRAY 50ML/1.7OZ (CO:- MADE IN FRANCE),DIOR,3348901300056,0.1,130,PERFUMES,,
CD-300056-D,CHRISTIAN DIOR-MISS DIOR ABSOLUTELY BLOOMING EDP 50ML/1.7 OZ (CO:- MADE IN FRANCE),DIOR,3348901300056,9.9999,130,PERFUMES,,
CD-300063,CHRISTIAN DIOR-MISS ABSOLUTELY BLOOMING FOR WOMEN 30 ML/1 OZ (CO:- MADE IN FRANCE),DIOR,3348901300063,0.066,100,PERFUMES,,
CD-300063-D,CHRISTIAN DIOR-MISS ABSOLUTELY BLOOMING FOR WOMEN 30 ML/1 OZ (CO:- MADE IN FRANCE),DIOR,3348901300063,0.066,,PERFUMES,,
CD-314290,CHRISTIAN DIOR-DIORISSMO EDT SPRAY FOR WOMEN 100 ML/3.4 OZ (CO:- MADE IN FRANCE),CHRISTIAN DIOR,3348900314290,0.2,125,PERFUMES,,
CD-314290-D,CHRISTIAN DIOR-DIORISSMO EDT SPRAY FOR WOMEN 100 ML/3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348900314290,0.22,,PERFUMES,,
CD-321129,CHRISTIAN DIOR-SAUVAGE EDT MEN 200 ML/6.8OZ (CO:- MADE IN FRANCE),DIOR,3348901321129,9.9999,175,PERFUMES,,
CD-321129-D,CHRISTIAN DIOR- SAUVAGE EDT MEN 200 ML/6.8OZ (CO:- MADE IN FRANCE),DIOR,3348901321129,9.9999,175,PERFUMES,,
CD-333061,CHRISTIAN DIOR-HOMME SPORT EDT 125 ML/4.2OZ,DIOR,3348901333061,9.9999,130,PERFUMES,,
CD-345729-D,CHRISTIAN DIOR-POISON GIRL EDT 50 ML/1.7 OZ,DIOR,3348901345729,9.9999,85,PERFUMES,,
CD-345729-NC,CHRISTIAN DIOR-POISON GIRL EDT 50 ML/1.7 OZ,DIOR,3348901345729,9.9999,85,PERFUMES,,
CD-346115,CHRISTIAN DIOR-JADORE IN JOY EDT 100ML/ 3.4 OZ,DIOR,3348901346115,9.9999,130,PERFUMES,,
CD-362832,CHRISTIAN DIOR-MISS DIOR EDP 100ML/3.4 OZ,DIOR,3348901362832,9.9999,160,PERFUMES,,
CD-362856,CHRISTIAN DIOR-MISS DIOR EDP VAPO WOMEN 50 ML/1.7 OZ,DIOR,3348901362856,9.9999,130,PERFUMES,,
CD-362856-D,CHRISTIAN DIOR-MISS DIOR EDP VAPO WOMEN 50 ML/1.7 OZ,DIOR,3348901362856,9.9999,130,PERFUMES,,
CD-368247,CHRISTIAN DIOR-SAUVAGE EDP MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901368247,9.9999,145,PERFUMES,,
CD-368247-D,CHRISTIAN DIOR-SAUVAGE EDP MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901368247,9.9999,145,PERFUMES,,
CD-368254,CHRISTIAN DIOR-SAUVAGE EDP MEN 60 ML/2OZ (CO:-MADE IN FRANCE),DIOR,3348901368254,9.9999,120,PERFUMES,,
CD-368254-D,CHRISTIAN DIOR-SAUVAGE EDP 60ML/2OZ (CO:-MADE IN FRANCE),DIOR,3348901368254,9.9999,120,PERFUMES,,
CD-378551-NC,CHRISTIAN DIOR-HYPNOTIC POISON EDT 30 ML/1 OZ,DIOR,3348900378551,9.999,80,PERFUMES,,
CD-378575,CHRISTIAN DIOR-HYPNOTIC POISON EDT 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900378575,,100,PERFUMES,,
CD-378575-D,CHRISTIAN DIOR-HYPNOTIC POISON EDT 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900378575,9.999,100,PERFUMES,,
CD-378575-NC,CHRISTIAN DIOR-HYPNOTIC POISON EDT 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900378575,9.9999,100,PERFUMES,,
CD-380069,CHRISTIAN DIOR-HOMME SPORT EDT SPRAY FOR MEN 125 ML/4.2 OZ(CO:-MADE IN FRANCE),DIOR,3348901380069,0.2,130,PERFUMES,,
CD-387323,CHRISTIAN DIOR-HOMME SPORT EDT 200 ML/6.8 OZ,DIOR,3348901387323,9.9999,175,PERFUMES,,
CD-395366,CHRISTIAN DIOR-MISS BLOOMING BOUQUET BY CHRISTIAN DIOR FOR WOMEN 20 ML / 0.67 OZ (CO:- MADE IN FRANCE),DIOR,3348901395366,,45,PERFUMES,,
CD-395366-D,CHRISTIAN DIOR-MISS BLOOMING BOUQUET BY CHRISTIAN DIOR FOR WOMEN 20 ML / 0.67 OZ (CO:- MADE IN FRANCE),DIOR,3348901395366,,,PERFUMES,,
CD-417878,CHRISTIAN DIOR-JADORE EDP 100 ML/3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348900417878,,160,PERFUMES,,
CD-417878-D,CHRISTIAN DIOR-JADORE EDP 100 ML/3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348900417878,0.22,160,PERFUMES,,
CD-417885,CHRISTIAN DIOR-JADORE EDP SPRAY FOR WOMEN  50ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900417885,9.9999,130,PERFUMES,,
CD-417885-D,CHRISTIAN DIOR-JADORE EDP SPRAY FOR WOMEN  50ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900417885,9.9999,130,PERFUMES,,
CD-417885-NC,CHRISTIAN DIOR-JADORE EDP SPRAY FOR WOMEN  50ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900417885,9.9999,130,PERFUMES,,
CD-417885-NC-D,CHRISTIAN DIOR-JADORE EDP SPRAY FOR WOMEN  50ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348900417885,0.1,130,PERFUMES,,
CD-419086,CHRISTIAN DIOR-JOY EDP SPRAY FOR WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348901419086,0.1,130,PERFUMES,,
CD-419130,CHRISTIAN DIOR-HOMME EAU DE TOILETTE SPRAY 50ML/1.7OZ (CO:- MADE IN FRANCE),DIOR,3348901419130,0.11,95,PERFUMES,,
CD-419130-D,CHRISTIAN DIOR-HOMME EAU DE TOILETTE SPRAY 50ML/1.7OZ (CO:- MADE IN FRANCE),DIOR,3348901419130,0.11,,PERFUMES,,
CD-419147,CHRISTIAN DIOR-HOMME EDT SPRAY FOR WOMEN 100 ML/3.3 OZ(CO:-MADE IN FRANCE),DIOR,3348901419147,0.2,120,PERFUMES,,
CD-419147-D,CHRISTIAN DIOR-HOMME EDT SPRAY FOR WOMEN 100 ML/3.3 OZ(CO:-MADE IN FRANCE),DIOR,3348901419147,0.2,120,PERFUMES,,
CD-419345,CHRISTIAN DIOR-EDT SPRAY FOR WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348901419345,0.1,100,PERFUMES,,
CD-419345-D,CHRISTIAN DIOR-EDT SPRAY FOR WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348901419345,0.1,100,PERFUMES,,
CD-419345-NC,CHRISTIAN DIOR-EDT SPRAY FOR WOMEN 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348901419345,,100,PERFUMES,,
CD-419369,CHRISTIAN DIOR-MISS DIOR EDT  100ML/3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901419369,9.9999,160,PERFUMES,,
CD-419369-D,CHRISTIAN DIOR-MISS DIOR EDT 100ML/3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901419369,9.9999,160,PERFUMES,,
CD-425309,CHRISTIAN DIOR-HYPNOTIC POISON EDT VAPO SPRAY 100ML/3.4OZ,DIOR,3348900425309,9.9999,130,PERFUMES,,
CD-426961,CHRISTIAN DIOR-J'ADORE EAU DE TOILLETE ROLLER-PEARL PERFUME FOR WOMEN 0.67 OZ  (CO:- MADE IN FRANCE),DIOR,3348901426961,,55,PERFUMES,,
CD-426961-D,CHRISTIAN DIOR-J'ADORE EAU DE TOILLETE ROLLER-PEARL PERFUME FOR WOMEN 0.67 OZ  (CO:- MADE IN FRANCE),DIOR,3348901426961,,,PERFUMES,,
CD-455381,CHRISTIAN DIOR-IORMISS DIOR ROLLER-PEARL EAU DE TOILETTE 20ML/0.67OZ (CO:- MADE IN FRANCE),DIOR,3348901455381,,45,PERFUMES,,
CD-455381-D,CHRISTIAN DIOR-IORMISS DIOR ROLLER-PEARL EAU DE TOILETTE 20ML/0.67OZ (CO:- MADE IN FRANCE),DIOR,3348901455381,,,PERFUMES,,
CD-486385,CHRISTIAN DIOR-SAUVAGE PARFUM SPRAY FORM MEN 100 ML/3.4 OZ (CO:-MADE IN FRANCE),DIOR,3348901486385,0.2,180,PERFUMES,,
CD-497275,CHRISTIAN DIOR-J ADORE EAU DE TOILETTE PEARL FRESH ROLLERBALL FOR WOMEN 0.67 OZ/20 ML  (CO:- MADE IN FRANCE),DIOR,3348901497275,,,PERFUMES,,
CD-497275-D,CHRISTIAN DIOR-J ADORE EAU DE TOILETTE PEARL FRESH ROLLERBALL FOR WOMEN 0.67 OZ/20 ML (CO:- MADE IN FRANCE),DIOR,3348901497275,,,PERFUMES,,
CD-497849,CHRISTIAN DIOR-JADORE EDP SPRAY FOR WOMEN  50 ML/1.7 OZ(CO:-MADE IN FRANCE),DIOR,3348900497849,0.1,130,PERFUMES,,
CD-507653,CHRISTIAN DIOR-MISS ROSE N ROSES EDT SPRAY FOR WOMEN 100 ML / 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901507653,0.22,,PERFUMES,,
CD-507653-D,CHRISTIAN DIOR-MISS ROSE N ROSES EDT SPRAY FOR WOMEN 100 ML / 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901507653,0.22,,PERFUMES,,
CD-507714,CHRISTIAN DIOR-MISS DIOR ROSE N'ROSES EDT SPRAY 50 ML/1.7 OZ (CO:-  MADE IN FRANCE),DIOR,3348901507714,9.999,100,PERFUMES,,
CD-507714-D,CHRISTIAN DIOR-MISS DIOR ROSE N'ROSES EDT SPRAY 50 ML/1.7 OZ (CO:-MADE IN FRANCE),DIOR,3348901507714,,,PERFUMES,,
CD-521406,CHRISTIAN DIOR-J ADORE EAU DE PARFUM INFINISSIME VAPORISATEUR SPRAY FOR WOMEN 1.7 OZ  (CO:- MADE IN FRANCE),DIOR,3348901521406,,135,PERFUMES,,
CD-521406-D,CHRISTIAN DIOR-J ADORE EAU DE PARFUM INFINISSIME VAPORISATEUR SPRAY FOR WOMEN 1.7 OZ  (CO:- MADE IN FRANCE),DIOR,3348901521406,,,PERFUMES,,
CD-521512,CHRISTIAN DIOR-JADORE INFINISSIME EAU DE PARFUM SPRAY FOR WOMEN 100 ML/ 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901521512,,170,PERFUMES,,
CD-521512-D,CHRISTIAN DIOR-JADORE INFINISSIME EAU DE PARFUM SPRAY FOR WOMEN 100 ML/ 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901521512,,170,PERFUMES,,
CD-571449,CHRISTIAN DIOR-MISS DIOREDP SPRAY FOR WOMEN 50 ML/1.7 OZ(CO:-MADE IN FRANCE),DIOR,3348901571449,0.1,160,PERFUMES,,
CD-571449-D,CHRISTIAN DIOR-MISS DIOREDP SPRAY FOR WOMEN 50 ML/1.7 OZ(CO:-MADE IN FRANCE),DIOR,3348901571449,,160,PERFUMES,,
CD-571456,CHRISTIAN DIOR-MISS DIOR EDP SPRAY FOR WOMRN 100 ML/3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901571456,0.2,160,PERFUMES,,
CD-571456-D,CHRISTIAN DIOR-MISS EDP SPRAY FOR WOMEN 100 ML / 3.4 OZ (CO:- MADE IN FRANCE),DIOR,3348901571456,0.22,,PERFUMES,,
CD-580069,CHRISTIAN DIOR-HOMME SPORT EDT 125 ML/4.2 OZ,DIOR,3348901580069,9.9999,130,PERFUMES,,
CD-580069-D,CHRISTIAN DIOR-HOMME SPORT EDT 125 ML/4.2 OZ(CO:-MADE IN FRANCE),DIOR,3348901580069,0.2,130,PERFUMES,,
CD-606715-NC,CHRISTIAN DIOR-PURE POISON EDP VAPO SPRAY 100ML/3.4OZ,DIOR,3348900606715,9.9999,160,PERFUMES,,
CD-627351,CHRISTIAN DIOR-BLOOMING BOUQUET EAU DE TOILETTE  30 ML/ 1 OZ (CO:- MADE IN FRANCE),DIOR,3348901627351,0.066,85,PERFUMES,,
